brand,model,year,median_price,count
PORSCHE,911 CARRERA 4S,2020.0,7437000.0,2
PORSCHE,911 CARRERA 4S,2021.0,8020250.0,2
PORSCHE,911 CARRERA 4S,2022.0,8831500.0,2
PORSCHE,911 CARRERA GTS,2021.0,8020500.0,1
PORSCHE,911 CARRERA GTS,2022.0,8672500.0,1
PORSCHE,911 CARRERA S,2011.0,5463000.0,1
PORSCHE,911 CARRERA S,2012.0,5679000.0,1
PORSCHE,911 CARRERA S,2014.0,6823250.0,2
PORSCHE,911 CARRERA S,2015.0,7183250.0,2
PORSCHE,911 CARRERA S,2016.0,6237500.0,1
PORSCHE,911 CARRERA S,2017.0,6373500.0,1
PORSCHE,911 CARRERA S,2018.0,6457500.0,1
PORSCHE,911 CARRERA S,2019.0,6565000.0,2
PORSCHE,911 CARRERA S,2020.0,6703000.0,3
PORSCHE,911 CARRERA S,2021.0,7577750.0,2
PORSCHE,911 CARRERA S,2022.0,8280250.0,2
PORSCHE,911 GT3,2007.0,6308500.0,1
PORSCHE,911 GT3,2008.0,5950500.0,1
PORSCHE,911 GT3,2014.0,7423000.0,1
PORSCHE,911 GT3,2015.0,8236500.0,1
PORSCHE,911 GT3,2021.0,11217000.0,2
PORSCHE,911 GT3,2022.0,12002500.0,2
PORSCHE,911 TURBO,2007.0,5895000.0,1
PORSCHE,911 TURBO,2008.0,7545500.0,1
PORSCHE,911 TURBO,2009.0,7676000.0,1
PORSCHE,911 TURBO,2014.0,9745750.0,2
PORSCHE,911 TURBO,2015.0,10406500.0,2
PORSCHE,BOXSTER,2007.0,2141000.0,1
PORSCHE,BOXSTER,2008.0,2690500.0,2
PORSCHE,BOXSTER,2009.0,2459500.0,1
PORSCHE,BOXSTER,2010.0,2215000.0,1
PORSCHE,BOXSTER,2011.0,2360000.0,1
PORSCHE,BOXSTER,2012.0,2431000.0,1
PORSCHE,BOXSTER,2013.0,2592500.0,3
PORSCHE,BOXSTER,2014.0,3228750.0,2
PORSCHE,BOXSTER,2015.0,3453750.0,2
PORSCHE,BOXSTER,2016.0,4348000.0,1
PORSCHE,BOXSTER,2017.0,3650000.0,1
PORSCHE,CAYENNE,2012.0,1311000.0,3
PORSCHE,CAYENNE,2013.0,1242000.0,2
PORSCHE,CAYENNE,2014.0,1512750.0,2
PORSCHE,CAYENNE,2015.0,1930500.0,1
PORSCHE,CAYENNE,2016.0,2597000.0,2
PORSCHE,CAYENNE,2017.0,2823500.0,2
PORSCHE,CAYENNE,2018.0,3288750.0,2
PORSCHE,CAYENNE,2019.0,3134000.0,1
PORSCHE,CAYENNE,2020.0,3848750.0,6
PORSCHE,CAYENNE,2021.0,4404000.0,5
PORSCHE,CAYMAN,2007.0,2455000.0,2
PORSCHE,CAYMAN,2008.0,3295250.0,2
PORSCHE,CAYMAN,2009.0,2184000.0,3
PORSCHE,CAYMAN,2010.0,1935000.0,1
PORSCHE,CAYMAN,2011.0,1962500.0,1
PORSCHE,CAYMAN,2012.0,2149000.0,1
PORSCHE,CAYMAN,2013.0,2633500.0,4
PORSCHE,CAYMAN,2014.0,2590000.0,3
PORSCHE,CAYMAN,2015.0,3574000.0,3
PORSCHE,CAYMAN,2016.0,4252000.0,1
PORSCHE,CAYMAN,2018.0,3690000.0,1
PORSCHE,MACAN,2014.0,3269500.0,3
PORSCHE,MACAN,2015.0,3497000.0,3
PORSCHE,MACAN,2016.0,1819000.0,1
PORSCHE,MACAN,2017.0,1871000.0,1
PORSCHE,MACAN,2018.0,2511500.0,1
PORSCHE,MACAN,2019.0,2361000.0,1
PORSCHE,MACAN,2020.0,2560000.0,1
PORSCHE,MACAN,2021.0,3178500.0,4
PORSCHE,MACAN,2022.0,3662000.0,3
PORSCHE,MACAN,2023.0,3888000.0,1
PORSCHE,PANAMERA,2012.0,3710250.0,6
PORSCHE,PANAMERA,2013.0,2525250.0,2
PORSCHE,PANAMERA,2014.0,2710250.0,2
PORSCHE,PANAMERA,2015.0,2881750.0,2
PORSCHE,PANAMERA,2016.0,2179500.0,1
PORSCHE,PANAMERA,2017.0,3762000.0,1
PORSCHE,PANAMERA,2018.0,4648250.0,2
PORSCHE,PANAMERA,2019.0,3634500.0,1
PORSCHE,PANAMERA,2020.0,3781500.0,1
PORSCHE,PANAMERA,2021.0,4031250.0,2
PORSCHE,PANAMERA,2022.0,4390250.0,4
SEAL,DYNAMIC,2023.0,540000.0,2
SUBARU,B9 TRIBECA,2007.0,691500.0,1
SUBARU,B9 TRIBECA,2008.0,695000.0,1
SUBARU,B9 TRIBECA,2009.0,661500.0,1
SUBARU,BRZ,2015.0,884000.0,2
SUBARU,BRZ,2016.0,922000.0,2
SUBARU,BRZ,2017.0,1012750.0,4
SUBARU,BRZ,2018.0,1087000.0,2
SUBARU,BRZ,2019.0,1162000.0,2
SUBARU,BRZ,2020.0,1240500.0,2
SUBARU,BRZ,2021.0,1356500.0,2
SUBARU,BRZ,2022.0,1765750.0,2
SUBARU,EXIGA,2008.0,568500.0,1
SUBARU,EXIGA,2009.0,532000.0,1
SUBARU,FORESTER,2015.0,327250.0,2
SUBARU,FORESTER,2016.0,342500.0,4
SUBARU,FORESTER,2017.0,322750.0,4
SUBARU,FORESTER,2018.0,414250.0,4
SUBARU,FORESTER,2019.0,434500.0,5
SUBARU,FORESTER,2020.0,558000.0,5
SUBARU,FORESTER,2021.0,599000.0,3
SUBARU,FORESTER,2022.0,680000.0,4
SUBARU,IMPREZA,2014.0,816000.0,4
SUBARU,IMPREZA,2015.0,841000.0,3
SUBARU,IMPREZA,2016.0,933000.0,3
SUBARU,IMPREZA,2017.0,1054000.0,3
SUBARU,IMPREZA,2018.0,1142500.0,3
SUBARU,IMPREZA,2019.0,1254500.0,3
SUBARU,IMPREZA,2020.0,1384500.0,3
SUBARU,IMPREZA,2021.0,1496500.0,3
SUBARU,LEGACY,2008.0,462500.0,5
SUBARU,LEGACY,2009.0,417000.0,5
SUBARU,LEGACY,2010.0,383000.0,2
SUBARU,LEGACY,2011.0,404750.0,2
SUBARU,LEGACY,2012.0,444000.0,3
SUBARU,LEGACY,2013.0,741000.0,1
SUBARU,LEGACY,2014.0,834000.0,1
SUBARU,LEGACY,2015.0,936000.0,1
SUBARU,LEVORG,2015.0,551000.0,1
SUBARU,LEVORG,2016.0,715250.0,2
SUBARU,LEVORG,2017.0,654000.0,1
SUBARU,LEVORG,2018.0,705000.0,1
SUBARU,LEVORG,2019.0,777500.0,1
SUBARU,LEVORG,2020.0,846000.0,1
SUBARU,OUTBACK,2015.0,563500.0,1
SUBARU,OUTBACK,2016.0,580500.0,1
SUBARU,OUTBACK,2017.0,609500.0,1
SUBARU,OUTBACK,2018.0,831250.0,2
SUBARU,OUTBACK,2019.0,1064500.0,1
SUBARU,OUTBACK,2020.0,1115000.0,1
SUBARU,OUTBACK,2021.0,1354000.0,2
SUBARU,R1,2007.0,257500.0,2
SUBARU,R1,2008.0,226500.0,1
SUBARU,R2,2007.0,238000.0,2
SUBARU,R2,2008.0,213000.0,1
SUBARU,XV,2015.0,219000.0,6
SUBARU,XV,2016.0,255500.0,5
SUBARU,XV,2017.0,299500.0,5
SUBARU,XV,2018.0,342250.0,2
SUBARU,XV,2019.0,407500.0,4
SUBARU,XV,2020.0,478250.0,4
SUBARU,XV,2021.0,525500.0,3
SUBARU,XV,2022.0,608500.0,5
SUZUKI,APV,2007.0,123000.0,4
SUZUKI,APV,2008.0,146750.0,4
SUZUKI,APV,2009.0,165000.0,3
SUZUKI,APV,2010.0,173500.0,3
SUZUKI,APV,2011.0,193500.0,1
SUZUKI,APV,2012.0,208000.0,1
SUZUKI,CARRY,2012.0,102000.0,1
SUZUKI,CARRY,2013.0,116000.0,2
SUZUKI,CARRY,2014.0,129500.0,2
SUZUKI,CARRY,2015.0,139250.0,2
SUZUKI,CARRY,2016.0,151250.0,2
SUZUKI,CARRY,2017.0,173000.0,2
SUZUKI,CARRY,2018.0,191500.0,1
SUZUKI,CARRY,2019.0,220750.0,2
SUZUKI,CARRY,2020.0,241500.0,1
SUZUKI,CARRY,2021.0,252000.0,1
SUZUKI,CARRY,2022.0,274000.0,1
SUZUKI,CARRY PICKUP,2013.0,69000.0,1
SUZUKI,CARRY PICKUP,2023.0,259000.0,2
SUZUKI,CELERIO,2014.0,150000.0,5
SUZUKI,CELERIO,2015.0,168000.0,3
SUZUKI,CELERIO,2016.0,176500.0,5
SUZUKI,CELERIO,2017.0,187000.0,5
SUZUKI,CELERIO,2018.0,206500.0,5
SUZUKI,CELERIO,2019.0,197750.0,2
SUZUKI,CELERIO,2020.0,205000.0,4
SUZUKI,CELERIO,2021.0,249000.0,3
SUZUKI,CELERIO,2022.0,269000.0,3
SUZUKI,CIAZ,2015.0,198500.0,5
SUZUKI,CIAZ,2016.0,201000.0,6
SUZUKI,CIAZ,2017.0,228000.0,5
SUZUKI,CIAZ,2018.0,247500.0,5
SUZUKI,CIAZ,2019.0,251500.0,5
SUZUKI,CIAZ,2020.0,290500.0,5
SUZUKI,CIAZ,2021.0,356000.0,5
SUZUKI,CIAZ,2022.0,396500.0,4
SUZUKI,ERTIGA,2013.0,216000.0,3
SUZUKI,ERTIGA,2014.0,222500.0,3
SUZUKI,ERTIGA,2015.0,248500.0,3
SUZUKI,ERTIGA,2016.0,278500.0,5
SUZUKI,ERTIGA,2017.0,314000.0,3
SUZUKI,ERTIGA,2018.0,342000.0,3
SUZUKI,ERTIGA,2019.0,361500.0,5
SUZUKI,ERTIGA,2020.0,426500.0,4
SUZUKI,ERTIGA,2021.0,453250.0,2
SUZUKI,ERTIGA,2022.0,503750.0,2
SUZUKI,JIMNY,2019.0,912250.0,4
SUZUKI,JIMNY,2020.0,987000.0,4
SUZUKI,JIMNY,2021.0,1067500.0,4
SUZUKI,SWIFT,2012.0,177000.0,5
SUZUKI,SWIFT,2013.0,182500.0,5
SUZUKI,SWIFT,2014.0,201000.0,5
SUZUKI,SWIFT,2015.0,226500.0,5
SUZUKI,SWIFT,2016.0,237500.0,5
SUZUKI,SWIFT,2017.0,245000.0,5
SUZUKI,SWIFT,2018.0,277000.0,5
SUZUKI,SWIFT,2019.0,323000.0,5
SUZUKI,SWIFT,2020.0,333000.0,5
SUZUKI,SWIFT,2021.0,351000.0,5
SUZUKI,SWIFT,2022.0,392000.0,4
SUZUKI,SWIFT ECO,2015.0,199000.0,1
SUZUKI,SWIFT ECO,2018.0,299000.0,1
SUZUKI,SWIFT ECO,2019.0,278000.0,1
SUZUKI,SWIFT ECO,2020.0,285000.0,1
SUZUKI,SWIFT ECO,2022.0,345000.0,1
SUZUKI,SX4,2010.0,138000.0,1
SUZUKI,SX4,2011.0,144000.0,1
SUZUKI,SX4,2012.0,173500.0,1
SUZUKI,SX4,2013.0,190500.0,1
SUZUKI,SX4,2014.0,201500.0,1
SUZUKI,VITARA,2010.0,138000.0,1
SUZUKI,VITARA,2011.0,144000.0,1
SUZUKI,VITARA,2012.0,173500.0,1
SUZUKI,VITARA,2013.0,190500.0,1
SUZUKI,VITARA,2014.0,201500.0,1
SUZUKI,XL7,2020.0,499000.0,1
SUZUKI,XL7,2021.0,518500.0,1
SUZUKI,XL7,2022.0,546500.0,3
TESLA,MODEL 3,2022.0,1499000.0,1
TESLA,MODEL Y,2023.0,1489000.0,1
THAI,RUNG ADVENTURE,2001.0,129000.0,1
TOYOTA,86 GT,2012.0,747000.0,6
TOYOTA,86 GT,2013.0,812500.0,3
TOYOTA,86 GT,2014.0,847500.0,3
TOYOTA,86 GT,2015.0,913500.0,3
TOYOTA,86 GT,2016.0,965000.0,3
TOYOTA,ALPHARD,2013.0,657500.0,7
TOYOTA,ALPHARD,2014.0,694000.0,3
TOYOTA,ALPHARD,2015.0,1149500.0,7
TOYOTA,ALPHARD,2016.0,1486750.0,4
TOYOTA,ALPHARD,2017.0,1698000.0,5
TOYOTA,ALPHARD,2018.0,1797000.0,9
TOYOTA,ALPHARD,2019.0,1620000.0,3
TOYOTA,ALPHARD,2020.0,2092750.0,4
TOYOTA,ALPHARD,2021.0,2090000.0,5
TOYOTA,ALPHARD,2022.0,2590000.0,7
TOYOTA,ALPHARD,2023.0,2794000.0,4
TOYOTA,AVANZA,2008.0,1250000.0,1
TOYOTA,AVANZA,2010.0,165000.0,1
TOYOTA,AVANZA,2013.0,158500.0,10
TOYOTA,AVANZA,2014.0,168500.0,5
TOYOTA,AVANZA,2015.0,188000.0,5
TOYOTA,AVANZA,2016.0,215500.0,4
TOYOTA,AVANZA,2017.0,234750.0,4
TOYOTA,AVANZA,2018.0,253000.0,4
TOYOTA,AVANZA,2019.0,292000.0,5
TOYOTA,AVANZA,2020.0,324500.0,2
TOYOTA,AVANZA,2021.0,342750.0,2
TOYOTA,AVANZA,2022.0,363750.0,2
TOYOTA,BB,2006.0,339000.0,1
TOYOTA,C-HR,2022.0,620500.0,2
TOYOTA,CAMRY,2008.0,219000.0,1
TOYOTA,CAMRY,2009.0,1800000.0,1
TOYOTA,CAMRY,2011.0,259000.0,4
TOYOTA,CAMRY,2012.0,418500.0,2
TOYOTA,CAMRY,2013.0,255000.0,12
TOYOTA,CAMRY,2014.0,303250.0,8
TOYOTA,CAMRY,2015.0,377500.0,8
TOYOTA,CAMRY,2016.0,393000.0,8
TOYOTA,CAMRY,2017.0,429250.0,8
TOYOTA,CAMRY,2018.0,496000.0,10
TOYOTA,CAMRY,2019.0,683000.0,14
TOYOTA,CAMRY,2020.0,748000.0,11
TOYOTA,CAMRY,2021.0,730000.0,15
TOYOTA,CAMRY,2022.0,874500.0,10
TOYOTA,CAMRY,2023.0,800000.0,2
TOYOTA,CHR,2018.0,469000.0,1
TOYOTA,CHR,2020.0,659000.0,1
TOYOTA,CHR,2022.0,680000.0,1
TOYOTA,COMMUTER,2004.0,499000.0,1
TOYOTA,COMMUTER,2013.0,378500.0,5
TOYOTA,COMMUTER,2014.0,445500.0,3
TOYOTA,COMMUTER,2015.0,462000.0,2
TOYOTA,COMMUTER,2016.0,505250.0,2
TOYOTA,COMMUTER,2017.0,563000.0,3
TOYOTA,COMMUTER,2018.0,582000.0,7
TOYOTA,COMMUTER,2019.0,711000.0,5
TOYOTA,COMMUTER,2020.0,753000.0,3
TOYOTA,COMMUTER,2021.0,802000.0,2
TOYOTA,COMMUTER,2022.0,855250.0,2
TOYOTA,COMMUTER,2023.0,860000.0,3
TOYOTA,COROLLA,2009.0,139000.0,1
TOYOTA,COROLLA,2010.0,98000.0,1
TOYOTA,COROLLA,2012.0,169500.0,2
TOYOTA,COROLLA,2014.0,319000.0,3
TOYOTA,COROLLA,2015.0,378000.0,1
TOYOTA,COROLLA,2016.0,299000.0,1
TOYOTA,COROLLA,2017.0,289000.0,1
TOYOTA,COROLLA,2018.0,365000.0,1
TOYOTA,COROLLA,2019.0,478500.0,4
TOYOTA,COROLLA,2020.0,485000.0,1
TOYOTA,COROLLA,2021.0,569000.0,2
TOYOTA,COROLLA,2022.0,487000.0,2
TOYOTA,COROLLA ALTIS,2005.0,699990.0,1
TOYOTA,COROLLA ALTIS,2009.0,1480000.0,1
TOYOTA,COROLLA ALTIS,2011.0,1530000.0,2
TOYOTA,COROLLA ALTIS,2012.0,1290000.0,1
TOYOTA,COROLLA ALTIS,2013.0,150000.0,10
TOYOTA,COROLLA ALTIS,2014.0,196500.0,5
TOYOTA,COROLLA ALTIS,2015.0,222500.0,5
TOYOTA,COROLLA ALTIS,2016.0,261500.0,5
TOYOTA,COROLLA ALTIS,2017.0,310000.0,6
TOYOTA,COROLLA ALTIS,2018.0,326000.0,6
TOYOTA,COROLLA ALTIS,2019.0,320500.0,9
TOYOTA,COROLLA ALTIS,2020.0,429000.0,13
TOYOTA,COROLLA ALTIS,2021.0,449500.0,8
TOYOTA,COROLLA ALTIS,2022.0,550500.0,5
TOYOTA,COROLLA CROSS,2020.0,553000.0,10
TOYOTA,COROLLA CROSS,2021.0,707000.0,14
TOYOTA,COROLLA CROSS,2022.0,726250.0,10
TOYOTA,COROLLA CROSS,2023.0,4645000.0,2
TOYOTA,COROLLA CROSS,2024.0,9990000.0,1
TOYOTA,CROWN,2007.0,690500.0,2
TOYOTA,CROWN,2008.0,797000.0,1
TOYOTA,ESTIMA,2008.0,399000.0,1
TOYOTA,FORTUNER,2005.0,248000.0,1
TOYOTA,FORTUNER,2006.0,333000.0,1
TOYOTA,FORTUNER,2008.0,388000.0,1
TOYOTA,FORTUNER,2010.0,379000.0,1
TOYOTA,FORTUNER,2011.0,339000.0,1
TOYOTA,FORTUNER,2013.0,379000.0,12
TOYOTA,FORTUNER,2014.0,393000.0,6
TOYOTA,FORTUNER,2015.0,483500.0,7
TOYOTA,FORTUNER,2016.0,588500.0,8
TOYOTA,FORTUNER,2017.0,741750.0,10
TOYOTA,FORTUNER,2018.0,695750.0,8
TOYOTA,FORTUNER,2019.0,794500.0,14
TOYOTA,FORTUNER,2020.0,859500.0,11
TOYOTA,FORTUNER,2021.0,1086750.0,14
TOYOTA,FORTUNER,2022.0,1145000.0,7
TOYOTA,FORTUNER,2023.0,1424500.0,4
TOYOTA,FORTUNER,2025.0,14590000.0,1
TOYOTA,HARRIER,2011.0,288000.0,1
TOYOTA,HARRIER,2015.0,699000.0,1
TOYOTA,HIACE,2006.0,3590000.0,1
TOYOTA,HIACE,2013.0,278750.0,4
TOYOTA,HIACE,2014.0,294750.0,4
TOYOTA,HIACE,2015.0,343000.0,3
TOYOTA,HIACE,2016.0,4690000.0,3
TOYOTA,HIACE,2017.0,382500.0,1
TOYOTA,HIACE,2018.0,431750.0,2
TOYOTA,HIACE,2019.0,522750.0,4
TOYOTA,HIACE,2020.0,574500.0,2
TOYOTA,HIACE,2021.0,599750.0,2
TOYOTA,HIACE,2022.0,641750.0,2
TOYOTA,HILUX,2020.0,220000.0,1
TOYOTA,HILUX,2021.0,212000.0,1
TOYOTA,HILUX,2022.0,349000.0,2
TOYOTA,HILUX,2023.0,386000.0,2
TOYOTA,HILUX,2024.0,348000.0,2
TOYOTA,HILUX CHAMP,2024.0,499000.0,1
TOYOTA,HILUX REVO,2015.0,264500.0,37
TOYOTA,HILUX REVO,2016.0,272000.0,22
TOYOTA,HILUX REVO,2017.0,291500.0,23
TOYOTA,HILUX REVO,2018.0,340750.0,22
TOYOTA,HILUX REVO,2019.0,336000.0,26
TOYOTA,HILUX REVO,2020.0,368500.0,33
TOYOTA,HILUX REVO,2021.0,404750.0,26
TOYOTA,HILUX REVO,2022.0,535000.0,25
TOYOTA,HILUX REVO,2023.0,330000.0,7
TOYOTA,HILUX REVO,2024.0,390000.0,3
TOYOTA,HILUX REVO,2025.0,549000.0,1
TOYOTA,HILUX TIGER,2002.0,224000.0,2
TOYOTA,HILUX VIGO,2007.0,203250.0,36
TOYOTA,HILUX VIGO,2008.0,195500.0,15
TOYOTA,HILUX VIGO,2009.0,157250.0,20
TOYOTA,HILUX VIGO,2010.0,134000.0,15
TOYOTA,HILUX VIGO,2011.0,151500.0,16
TOYOTA,HILUX VIGO,2012.0,177000.0,19
TOYOTA,HILUX VIGO,2013.0,202500.0,17
TOYOTA,HILUX VIGO,2014.0,217500.0,20
TOYOTA,HILUX VIGO,2015.0,223500.0,14
TOYOTA,INNOVA,2012.0,2425000.0,2
TOYOTA,INNOVA,2013.0,189250.0,6
TOYOTA,INNOVA,2014.0,199500.0,5
TOYOTA,INNOVA,2015.0,230500.0,4
TOYOTA,INNOVA,2016.0,273500.0,5
TOYOTA,INNOVA,2017.0,420000.0,4
TOYOTA,INNOVA,2018.0,439000.0,5
TOYOTA,INNOVA,2019.0,464000.0,3
TOYOTA,INNOVA,2020.0,530000.0,6
TOYOTA,INNOVA,2021.0,579250.0,4
TOYOTA,INNOVA,2022.0,636250.0,4
TOYOTA,INNOVA,2024.0,11290000.0,1
TOYOTA,LAND CRUISER,2004.0,699000.0,1
TOYOTA,LAND CRUISER,2012.0,2450000.0,1
TOYOTA,MAJESTY,2019.0,1069000.0,3
TOYOTA,MAJESTY,2020.0,1280750.0,8
TOYOTA,MAJESTY,2021.0,1133000.0,3
TOYOTA,MAJESTY,2022.0,1247500.0,3
TOYOTA,MAJESTY,2024.0,1869000.0,1
TOYOTA,PRIUS,2010.0,147250.0,2
TOYOTA,PRIUS,2011.0,174000.0,4
TOYOTA,PRIUS,2012.0,185000.0,5
TOYOTA,PRIUS,2013.0,210500.0,5
TOYOTA,PRIUS,2014.0,238000.0,5
TOYOTA,PRIUS,2015.0,267000.0,5
TOYOTA,SIENTA,2004.0,240000.0,1
TOYOTA,SIENTA,2016.0,300000.0,2
TOYOTA,SIENTA,2017.0,390250.0,4
TOYOTA,SIENTA,2018.0,333250.0,2
TOYOTA,SIENTA,2019.0,357500.0,4
TOYOTA,SIENTA,2020.0,426000.0,3
TOYOTA,SIENTA,2021.0,446000.0,3
TOYOTA,SIENTA,2022.0,470750.0,4
TOYOTA,SUPRA,2020.0,2959000.0,1
TOYOTA,SUPRA,2021.0,3104000.0,1
TOYOTA,SUPRA,2022.0,3363000.0,1
TOYOTA,UNKNOWN,2007.0,320000.0,1
TOYOTA,VELLFIRE,2012.0,799000.0,1
TOYOTA,VELLFIRE,2013.0,8900000.0,1
TOYOTA,VELLFIRE,2014.0,849000.0,1
TOYOTA,VELLFIRE,2015.0,1389000.0,4
TOYOTA,VELLFIRE,2016.0,7405500.0,2
TOYOTA,VELLFIRE,2017.0,1416250.0,2
TOYOTA,VELLFIRE,2018.0,1502000.0,5
TOYOTA,VELLFIRE,2019.0,1980000.0,3
TOYOTA,VELLFIRE,2020.0,1995000.0,4
TOYOTA,VELLFIRE,2021.0,1981000.0,1
TOYOTA,VELLFIRE,2022.0,1644000.0,2
TOYOTA,VELOZ,2022.0,480000.0,3
TOYOTA,VELOZ,2023.0,635000.0,1
TOYOTA,VENTURY,2010.0,284250.0,4
TOYOTA,VENTURY,2011.0,304000.0,2
TOYOTA,VENTURY,2012.0,327000.0,2
TOYOTA,VENTURY,2013.0,373500.0,3
TOYOTA,VENTURY,2014.0,396500.0,5
TOYOTA,VENTURY,2015.0,470000.0,4
TOYOTA,VENTURY,2016.0,497000.0,3
TOYOTA,VENTURY,2017.0,564750.0,4
TOYOTA,VENTURY,2018.0,577250.0,6
TOYOTA,VENTURY,2019.0,641000.0,4
TOYOTA,VIOS,2004.0,850000.0,1
TOYOTA,VIOS,2007.0,199000.0,1
TOYOTA,VIOS,2010.0,131500.0,4
TOYOTA,VIOS,2011.0,159000.0,4
TOYOTA,VIOS,2012.0,1550000.0,1
TOYOTA,VIOS,2013.0,136000.0,7
TOYOTA,VIOS,2014.0,179000.0,9
TOYOTA,VIOS,2015.0,199000.0,8
TOYOTA,VIOS,2016.0,212500.0,5
TOYOTA,VIOS,2017.0,243000.0,7
TOYOTA,VIOS,2018.0,267500.0,5
TOYOTA,VIOS,2019.0,302000.0,7
TOYOTA,VIOS,2020.0,289500.0,7
TOYOTA,VIOS,2021.0,295000.0,6
TOYOTA,VIOS,2022.0,362250.0,6
TOYOTA,WISH,2007.0,205000.0,5
TOYOTA,WISH,2008.0,207000.0,5
TOYOTA,WISH,2010.0,213000.0,1
TOYOTA,YARIS,2008.0,990000.0,1
TOYOTA,YARIS,2010.0,41000.0,1
TOYOTA,YARIS,2011.0,149000.0,1
TOYOTA,YARIS,2012.0,188000.0,1
TOYOTA,YARIS,2013.0,139500.0,6
TOYOTA,YARIS,2014.0,169500.0,5
TOYOTA,YARIS,2015.0,177500.0,7
TOYOTA,YARIS,2016.0,196000.0,5
TOYOTA,YARIS,2017.0,209750.0,6
TOYOTA,YARIS,2018.0,256500.0,5
TOYOTA,YARIS,2019.0,262500.0,5
TOYOTA,YARIS,2020.0,309500.0,6
TOYOTA,YARIS,2021.0,340500.0,5
TOYOTA,YARIS,2022.0,380000.0,5
TOYOTA,YARIS,2023.0,272000.0,3
TOYOTA,YARIS ATIV,2017.0,214500.0,7
TOYOTA,YARIS ATIV,2018.0,255500.0,6
TOYOTA,YARIS ATIV,2019.0,274500.0,5
TOYOTA,YARIS ATIV,2020.0,292000.0,7
TOYOTA,YARIS ATIV,2021.0,308000.0,6
TOYOTA,YARIS ATIV,2022.0,396750.0,6
TOYOTA,YARIS ATIV,2023.0,504000.0,4
TOYOTA,YARIS ATIV,2024.0,2314500.0,4
TOYOTA,YARIS CROSS,2025.0,799000.0,1
TOYOTA,YARIS ECO,2014.0,229000.0,1
TOYOTA,YARIS ECO,2016.0,257000.0,2
TOYOTA,YARIS ECO,2017.0,289000.0,1
TOYOTA,YARIS ECO,2018.0,329000.0,1
TOYOTA,YARIS ECO,2019.0,309000.0,1
TOYOTA,YARIS ECO,2020.0,399000.0,2
TOYOTA,YARIS ECO,2021.0,388500.0,2
TOYOTA,YARIS ECO,2022.0,395000.0,3
TOYOTA,YARIS ECO,2023.0,539000.0,1
VOLKSWAGEN,BEETLE,2014.0,899000.0,1
VOLKSWAGEN,CARAVELLE,2006.0,390000.0,1
VOLKSWAGEN,CARAVELLE,2012.0,629000.0,1
VOLKSWAGEN,CARAVELLE,2013.0,399000.0,1
VOLKSWAGEN,CARAVELLE,2014.0,659000.0,2
VOLKSWAGEN,CARAVELLE,2015.0,799000.0,1
VOLKSWAGEN,CARAVELLE,2017.0,1340000.0,2
VOLKSWAGEN,CARAVELLE,2018.0,9900000.0,1
VOLKSWAGEN,NEW BEETLE,2012.0,3500000.0,1
VOLVO,C30,2007.0,336000.0,1
VOLVO,C30,2008.0,309500.0,2
VOLVO,C30,2009.0,293250.0,4
VOLVO,C30,2010.0,251000.0,5
VOLVO,C30,2011.0,305750.0,4
VOLVO,C30,2012.0,338250.0,4
VOLVO,C40 EV,2023.0,1499000.0,1
VOLVO,C70,2007.0,709500.0,3
VOLVO,C70,2008.0,741250.0,2
VOLVO,C70,2009.0,681500.0,1
VOLVO,C70,2010.0,514000.0,1
VOLVO,EX30,2007.0,709500.0,3
VOLVO,EX30,2008.0,741250.0,2
VOLVO,EX30,2009.0,681500.0,1
VOLVO,EX30,2010.0,514000.0,1
VOLVO,S40,2009.0,171000.0,1
VOLVO,S40,2010.0,165500.0,1
VOLVO,S40,2011.0,191500.0,1
VOLVO,S40,2012.0,210500.0,1
VOLVO,S60,2012.0,231500.0,3
VOLVO,S60,2013.0,250000.0,4
VOLVO,S60,2014.0,312500.0,4
VOLVO,S60,2015.0,352250.0,4
VOLVO,S60,2016.0,391250.0,4
VOLVO,S60,2017.0,557000.0,3
VOLVO,S60,2018.0,610250.0,2
VOLVO,S60,2019.0,688000.0,1
VOLVO,S60,2020.0,980500.0,4
VOLVO,S60,2021.0,1046500.0,2
VOLVO,S60,2022.0,1186750.0,4
VOLVO,S80,2007.0,208500.0,5
VOLVO,S80,2008.0,255500.0,5
VOLVO,S80,2009.0,234000.0,3
VOLVO,S80,2010.0,232500.0,4
VOLVO,S80,2011.0,276750.0,4
VOLVO,S80,2012.0,356000.0,5
VOLVO,S80,2013.0,420250.0,6
VOLVO,S80,2014.0,458000.0,5
VOLVO,S80,2015.0,498500.0,4
VOLVO,S80,2016.0,527000.0,3
VOLVO,S90,2016.0,773500.0,1
VOLVO,S90,2017.0,783000.0,4
VOLVO,S90,2018.0,842500.0,5
VOLVO,S90,2019.0,865500.0,4
VOLVO,S90,2020.0,913000.0,4
VOLVO,S90,2021.0,1114000.0,1
VOLVO,S90,2022.0,1327000.0,1
VOLVO,V40,2013.0,262500.0,3
VOLVO,V40,2014.0,267500.0,3
VOLVO,V40,2015.0,310750.0,4
VOLVO,V40,2016.0,348500.0,5
VOLVO,V40,2017.0,429500.0,2
VOLVO,V40,2018.0,468000.0,2
VOLVO,V40,2019.0,547500.0,1
VOLVO,V50,2009.0,138500.0,2
VOLVO,V50,2010.0,133500.0,1
VOLVO,V50,2011.0,154000.0,1
