brand,model,submodel,year,age,mileage,mileage_per_year,mileage_missing,gear,engine,color,price,priceType,sourceName,sourceType,sourceUrl,externalId,dateRecorded,created_at,updated_at,id
MAZDA,CX-3,2.0 PROACTIVE SUV - AT,2022,3,56825,18941.66667,0,UNKNOWN,UNKNOWN,UNKNOWN,5790000,LISTED,ONE2CAR,WEBSITE,www.one2car.com/for-sale/mazda-cx-3-proactive-%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%9E%E0%B9%81%E0%B8%A5%E0%B8%B0%E0%B8%9B%E0%B8%A3%E0%B8%B4%E0%B8%A1%E0%B8%93%E0%B8%91%E0%B8%A5-%E0%B8%81%E0%B8%B2%E0%B8%8D%E0%B8%88%E0%B8%99%E0%B8%B2%E0%B8%A0%E0%B8%B4%E0%B9%80%E0%B8%A9%E0%B8%81/16963133?auc=true,16963133,9/9/2025,12/10/2025 14:14,12/10/2025 14:14,30083
FORD,EVEREST,2.2 TITANIUM+ SUV - TITANIUM AT,2018,7,215000,30714.28571,0,UNKNOWN,UNKNOWN,UNKNOWN,5300000,LISTED,ONE2CAR,WEBSITE,www.one2car.com/for-sale/ford-everest-titanium-plus-%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%9E%E0%B9%81%E0%B8%A5%E0%B8%B0%E0%B8%9B%E0%B8%A3%E0%B8%B4%E0%B8%A1%E0%B8%93%E0%B8%91%E0%B8%A5-%E0%B8%AD%E0%B8%B3%E0%B9%80%E0%B8%A0%E0%B8%AD%E0%B8%98%E0%B8%B1%E0%B8%8D%E0%B8%9A%E0%B8%B8%E0%B8%A3%E0%B8%B5/17632992,17632992,9/9/2025,12/10/2025 14:14,12/10/2025 14:14,30084
MAZDA,3,2.0 S SPORTS HATCHBACK,2018,7,94613,13516.14286,0,UNKNOWN,UNKNOWN,UNKNOWN,4380000,LISTED,ONE2CAR,WEBSITE,www.one2car.com/for-sale/mazda-3-s-sports-%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%9E%E0%B9%81%E0%B8%A5%E0%B8%B0%E0%B8%9B%E0%B8%A3%E0%B8%B4%E0%B8%A1%E0%B8%93%E0%B8%91%E0%B8%A5-%E0%B8%AD%E0%B8%B3%E0%B9%80%E0%B8%A0%E0%B8%AD%E0%B8%9B%E0%B8%B2%E0%B8%81%E0%B9%80%E0%B8%81%E0%B8%A3%E0%B9%87%E0%B8%94/17538177,17538177,9/9/2025,12/10/2025 14:14,12/10/2025 14:14,30085
BMW,X1,1.5 F 48 SDRIVE 18 I ICONIC SUV,2021,4,159375,39843.75,0,UNKNOWN,UNKNOWN,UNKNOWN,7280000,LISTED,ONE2CAR,WEBSITE,www.one2car.com/for-sale/bmw-x1-sdrive18i-iconic-%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%9E%E0%B9%81%E0%B8%A5%E0%B8%B0%E0%B8%9B%E0%B8%A3%E0%B8%B4%E0%B8%A1%E0%B8%93%E0%B8%91%E0%B8%A5-%E0%B8%AD%E0%B8%B3%E0%B9%80%E0%B8%A0%E0%B8%AD%E0%B8%9B%E0%B8%B2%E0%B8%81%E0%B9%80%E0%B8%81%E0%B8%A3%E0%B9%87%E0%B8%94/17681401,17681401,9/9/2025,12/10/2025 14:14,12/10/2025 14:14,30086
HONDA,HR-V,1.8 EL SUV,2020,5,71895,14379,0,UNKNOWN,UNKNOWN,UNKNOWN,5580000,LISTED,ONE2CAR,WEBSITE,www.one2car.com/for-sale/honda-hr-v-el-%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%9E%E0%B9%81%E0%B8%A5%E0%B8%B0%E0%B8%9B%E0%B8%A3%E0%B8%B4%E0%B8%A1%E0%B8%93%E0%B8%91%E0%B8%A5-%E0%B8%AD%E0%B8%B3%E0%B9%80%E0%B8%A0%E0%B8%AD%E0%B8%9B%E0%B8%B2%E0%B8%81%E0%B9%80%E0%B8%81%E0%B8%A3%E0%B9%87%E0%B8%94/17608479,17608479,9/9/2025,12/10/2025 14:14,12/10/2025 14:14,30087
HONDA,CR-V,2.4 S SUV,2021,4,62534,15633.5,0,UNKNOWN,UNKNOWN,UNKNOWN,7380000,LISTED,ONE2CAR,WEBSITE,www.one2car.com/for-sale/honda-cr-v-s-%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%9E%E0%B9%81%E0%B8%A5%E0%B8%B0%E0%B8%9B%E0%B8%A3%E0%B8%B4%E0%B8%A1%E0%B8%93%E0%B8%91%E0%B8%A5-%E0%B8%AD%E0%B8%B3%E0%B9%80%E0%B8%A0%E0%B8%AD%E0%B8%9B%E0%B8%B2%E0%B8%81%E0%B9%80%E0%B8%81%E0%B8%A3%E0%B9%87%E0%B8%94/17966618,17966618,9/9/2025,12/10/2025 14:14,12/10/2025 14:14,30088
BMW,X1,2.0 F 48 SDRIVE 20 D XLINE SUV,2022,3,60000,20000,0,UNKNOWN,UNKNOWN,UNKNOWN,11990000,LISTED,ONE2CAR,WEBSITE,www.one2car.com/for-sale/bmw-x1-sdrive20d-xline-%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%9E%E0%B9%81%E0%B8%A5%E0%B8%B0%E0%B8%9B%E0%B8%A3%E0%B8%B4%E0%B8%A1%E0%B8%93%E0%B8%91%E0%B8%A5-%E0%B8%AD%E0%B8%B3%E0%B9%80%E0%B8%A0%E0%B8%AD%E0%B8%9B%E0%B8%B2%E0%B8%81%E0%B9%80%E0%B8%81%E0%B8%A3%E0%B9%87%E0%B8%94/18015506,18015506,9/9/2025,12/10/2025 14:14,12/10/2025 14:14,30089
HONDA,ACCORD,1.5 TURBO EL SEDAN,2020,5,120000,24000,0,UNKNOWN,UNKNOWN,UNKNOWN,7880000,LISTED,ONE2CAR,WEBSITE,www.one2car.com/for-sale/honda-accord-turbo-el-%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%9E%E0%B9%81%E0%B8%A5%E0%B8%B0%E0%B8%9B%E0%B8%A3%E0%B8%B4%E0%B8%A1%E0%B8%93%E0%B8%91%E0%B8%A5-%E0%B8%AD%E0%B8%B3%E0%B9%80%E0%B8%A0%E0%B8%AD%E0%B8%9B%E0%B8%B2%E0%B8%81%E0%B9%80%E0%B8%81%E0%B8%A3%E0%B9%87%E0%B8%94/18012613,18012613,9/9/2025,12/10/2025 14:14,12/10/2025 14:14,30090
BMW,X1,2.0 F 48 SDRIVE 20 D XLINE SUV,2021,4,50000,12500,0,UNKNOWN,UNKNOWN,UNKNOWN,11490000,LISTED,ONE2CAR,WEBSITE,www.one2car.com/for-sale/bmw-x1-sdrive20d-xline-%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%9E%E0%B9%81%E0%B8%A5%E0%B8%B0%E0%B8%9B%E0%B8%A3%E0%B8%B4%E0%B8%A1%E0%B8%93%E0%B8%91%E0%B8%A5-%E0%B8%AD%E0%B8%B3%E0%B9%80%E0%B8%A0%E0%B8%AD%E0%B8%9B%E0%B8%B2%E0%B8%81%E0%B9%80%E0%B8%81%E0%B8%A3%E0%B9%87%E0%B8%94/18026610,18026610,9/9/2025,12/10/2025 14:14,12/10/2025 14:14,30091
MERCEDES-BENZ,E200,2.0 W 207 SPORT COUPE,2015,10,128000,12800,0,UNKNOWN,UNKNOWN,UNKNOWN,7900000,LISTED,ONE2CAR,WEBSITE,www.one2car.com/for-sale/mercedes-benz-e200-sport-%E0%B8%A0%E0%B8%B2%E0%B8%84%E0%B8%95%E0%B8%B0%E0%B8%A7%E0%B8%B1%E0%B8%99%E0%B8%AD%E0%B8%AD%E0%B8%81-%E0%B8%AD%E0%B8%B3%E0%B9%80%E0%B8%A0%E0%B8%AD%E0%B9%80%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%87%E0%B8%89%E0%B8%B0%E0%B9%80%E0%B8%8A%E0%B8%B4%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%A3%E0%B8%B2/17556460,17556460,9/9/2025,12/10/2025 14:14,12/10/2025 14:14,30092
BMW,X1,2.0 F 48 SDRIVE 20 D M SPORT SUV,2019,6,85000,14166.66667,0,UNKNOWN,UNKNOWN,UNKNOWN,7990000,LISTED,ONE2CAR,WEBSITE,www.one2car.com/for-sale/bmw-x1-sdrive20d-m-sport-%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%9E%E0%B9%81%E0%B8%A5%E0%B8%B0%E0%B8%9B%E0%B8%A3%E0%B8%B4%E0%B8%A1%E0%B8%93%E0%B8%91%E0%B8%A5-%E0%B8%AD%E0%B8%B3%E0%B9%80%E0%B8%A0%E0%B8%AD%E0%B8%9B%E0%B8%B2%E0%B8%81%E0%B9%80%E0%B8%81%E0%B8%A3%E0%B9%87%E0%B8%94/18015477,18015477,9/9/2025,12/10/2025 14:14,12/10/2025 14:14,30093
MERCEDES-BENZ,VITO,2.1 W 639115 CDI VAN,2010,15,149569,9971.266667,0,UNKNOWN,UNKNOWN,UNKNOWN,3000000,LISTED,ONE2CAR,WEBSITE,www.one2car.com/for-sale/mercedes-benz-vito-115-cdi-%E0%B8%A0%E0%B8%B2%E0%B8%84%E0%B9%80%E0%B8%AB%E0%B8%99%E0%B8%B7%E0%B8%AD-%E0%B8%AD%E0%B8%B3%E0%B9%80%E0%B8%A0%E0%B8%AD%E0%B9%80%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%87%E0%B9%81%E0%B8%9E%E0%B8%A3%E0%B9%88/17216967,17216967,9/9/2025,12/10/2025 14:14,12/10/2025 14:14,30094
TOYOTA,INNOVA,2.8 CRYSTA G WAGON - AT,2017,8,140000,17500,0,UNKNOWN,UNKNOWN,UNKNOWN,5190000,LISTED,ONE2CAR,WEBSITE,www.one2car.com/for-sale/toyota-innova-crysta-g-%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%9E%E0%B9%81%E0%B8%A5%E0%B8%B0%E0%B8%9B%E0%B8%A3%E0%B8%B4%E0%B8%A1%E0%B8%93%E0%B8%91%E0%B8%A5-%E0%B8%AD%E0%B9%88%E0%B8%AD%E0%B8%99%E0%B8%99%E0%B8%B8%E0%B8%8A/17913478,17913478,9/9/2025,12/10/2025 14:14,12/10/2025 14:14,30095
HONDA,CIVIC,1.5 FKTURBO HATCHBACK,2017,8,105000,13125,0,UNKNOWN,UNKNOWN,UNKNOWN,6190000,LISTED,ONE2CAR,WEBSITE,www.one2car.com/for-sale/honda-civic-turbo-%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%9E%E0%B9%81%E0%B8%A5%E0%B8%B0%E0%B8%9B%E0%B8%A3%E0%B8%B4%E0%B8%A1%E0%B8%93%E0%B8%91%E0%B8%A5-%E0%B8%81%E0%B8%B2%E0%B8%8D%E0%B8%88%E0%B8%99%E0%B8%B2%E0%B8%A0%E0%B8%B4%E0%B9%80%E0%B8%A9%E0%B8%81/17073807,17073807,9/9/2025,12/10/2025 14:14,12/10/2025 14:14,30097
MAZDA,CX-5,2.0 SP SUV,2018,7,140000,20000,0,UNKNOWN,UNKNOWN,UNKNOWN,4990000,LISTED,ONE2CAR,WEBSITE,www.one2car.com/for-sale/mazda-cx-5-sp-%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%9E%E0%B9%81%E0%B8%A5%E0%B8%B0%E0%B8%9B%E0%B8%A3%E0%B8%B4%E0%B8%A1%E0%B8%93%E0%B8%91%E0%B8%A5-%E0%B8%81%E0%B8%B2%E0%B8%8D%E0%B8%88%E0%B8%99%E0%B8%B2%E0%B8%A0%E0%B8%B4%E0%B9%80%E0%B8%A9%E0%B8%81/17936765,17936765,9/9/2025,12/10/2025 14:14,12/10/2025 14:14,30098
CHEVROLET,SONIC,1.4 LTZ HATCHBACK,2014,11,25000,2272.727273,0,UNKNOWN,UNKNOWN,UNKNOWN,850000,LISTED,ONE2CAR,WEBSITE,www.one2car.com/for-sale/chevrolet-sonic-ltz-%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%9E%E0%B9%81%E0%B8%A5%E0%B8%B0%E0%B8%9B%E0%B8%A3%E0%B8%B4%E0%B8%A1%E0%B8%93%E0%B8%91%E0%B8%A5-%E0%B8%AD%E0%B8%B3%E0%B9%80%E0%B8%A0%E0%B8%AD%E0%B9%80%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%87%E0%B8%99%E0%B8%99%E0%B8%97%E0%B8%9A%E0%B8%B8%E0%B8%A3%E0%B8%B5/17625699,17625699,9/9/2025,12/10/2025 14:14,12/10/2025 14:14,30100
MITSUBISHI,TRITON,2.5 DOUBLE CABGLS PLUS PICKUP - PLUS VG TURBO,2013,12,150000,12500,0,UNKNOWN,UNKNOWN,UNKNOWN,2690000,LISTED,ONE2CAR,WEBSITE,www.one2car.com/for-sale/mitsubishi-triton-gls-plus-double-cab-%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%9E%E0%B9%81%E0%B8%A5%E0%B8%B0%E0%B8%9B%E0%B8%A3%E0%B8%B4%E0%B8%A1%E0%B8%93%E0%B8%91%E0%B8%A5-%E0%B8%A3%E0%B8%B1%E0%B8%8A%E0%B8%94%E0%B8%B2%E0%B8%AF-%E0%B8%AB%E0%B9%89%E0%B8%A7%E0%B8%A2%E0%B8%82%E0%B8%A7%E0%B8%B2%E0%B8%87-%E0%B8%A5%E0%B8%B2%E0%B8%94%E0%B8%9E%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%A7-%E0%B9%80%E0%B8%9E%E0%B8%8A%E0%B8%A3%E0%B8%9A%E0%B8%B8%E0%B8%A3%E0%B8%B5%E0%B8%95%E0%B8%B1%E0%B8%94%E0%B9%83%E0%B8%AB%E0%B8%A1%E0%B9%88/17382055,17382055,9/9/2025,12/10/2025 14:14,12/10/2025 14:14,30102
TOYOTA,CAMRY,2.5 HYBRID PREMIUM SEDAN,2019,6,5000,833.3333333,0,UNKNOWN,UNKNOWN,UNKNOWN,7590000,LISTED,ONE2CAR,WEBSITE,www.one2car.com/for-sale/toyota-camry-hybrid-premium-%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%9E%E0%B9%81%E0%B8%A5%E0%B8%B0%E0%B8%9B%E0%B8%A3%E0%B8%B4%E0%B8%A1%E0%B8%93%E0%B8%91%E0%B8%A5-%E0%B8%9E%E0%B8%B1%E0%B8%92%E0%B8%99%E0%B8%B2%E0%B8%81%E0%B8%B2%E0%B8%A3-%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B8%A3%E0%B8%B2%E0%B8%A19%E0%B8%95%E0%B8%B1%E0%B8%94%E0%B9%83%E0%B8%AB%E0%B8%A1%E0%B9%88/16718451?auc=true,16718451,9/9/2025,12/10/2025 14:14,12/10/2025 14:14,30103
MITSUBISHI,LANCER EX,2.0 GT SEDAN - AT,2010,15,225000,15000,0,UNKNOWN,UNKNOWN,UNKNOWN,2800000,LISTED,ONE2CAR,WEBSITE,www.one2car.com/for-sale/mitsubishi-lancer-ex-gt-%E0%B8%A0%E0%B8%B2%E0%B8%84%E0%B8%95%E0%B8%B0%E0%B8%A7%E0%B8%B1%E0%B8%99%E0%B8%95%E0%B8%81-%E0%B8%AD%E0%B8%B3%E0%B9%80%E0%B8%A0%E0%B8%AD%E0%B9%81%E0%B8%A1%E0%B9%88%E0%B8%AA%E0%B8%AD%E0%B8%94/17484057,17484057,9/9/2025,12/10/2025 14:14,12/10/2025 14:14,30104
TOYOTA,COROLLA ALTIS,1.8 HYBRID MID SEDAN,2020,5,5000,1000,0,UNKNOWN,UNKNOWN,UNKNOWN,4990000,LISTED,ONE2CAR,WEBSITE,www.one2car.com/for-sale/toyota-corolla-altis-hybrid-mid-%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%9E%E0%B9%81%E0%B8%A5%E0%B8%B0%E0%B8%9B%E0%B8%A3%E0%B8%B4%E0%B8%A1%E0%B8%93%E0%B8%91%E0%B8%A5-%E0%B8%9E%E0%B8%B1%E0%B8%92%E0%B8%99%E0%B8%B2%E0%B8%81%E0%B8%B2%E0%B8%A3-%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B8%A3%E0%B8%B2%E0%B8%A19%E0%B8%95%E0%B8%B1%E0%B8%94%E0%B9%83%E0%B8%AB%E0%B8%A1%E0%B9%88/15872092?auc=true,15872092,9/9/2025,12/10/2025 14:14,12/10/2025 14:14,30105
HONDA,CITY,1.5 SV SEDAN - AT,2014,11,165000,15000,0,UNKNOWN,UNKNOWN,UNKNOWN,2560000,LISTED,ONE2CAR,WEBSITE,www.one2car.com/for-sale/honda-city-sv-%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%9E%E0%B9%81%E0%B8%A5%E0%B8%B0%E0%B8%9B%E0%B8%A3%E0%B8%B4%E0%B8%A1%E0%B8%93%E0%B8%91%E0%B8%A5-%E0%B8%AD%E0%B9%88%E0%B8%AD%E0%B8%99%E0%B8%99%E0%B8%B8%E0%B8%8A/17541229,17541229,9/9/2025,12/10/2025 14:14,12/10/2025 14:14,30106
FORD,RANGER,2.2 OPEN CABXLT HI-RIDER PICKUP - HI-RIDER XLT,2018,7,5000,714.2857143,0,UNKNOWN,UNKNOWN,UNKNOWN,2990000,LISTED,ONE2CAR,WEBSITE,www.one2car.com/for-sale/ford-ranger-xlt-open-cab-hi-rider-%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%9E%E0%B9%81%E0%B8%A5%E0%B8%B0%E0%B8%9B%E0%B8%A3%E0%B8%B4%E0%B8%A1%E0%B8%93%E0%B8%91%E0%B8%A5-%E0%B8%9E%E0%B8%B1%E0%B8%92%E0%B8%99%E0%B8%B2%E0%B8%81%E0%B8%B2%E0%B8%A3-%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B8%A3%E0%B8%B2%E0%B8%A19%E0%B8%95%E0%B8%B1%E0%B8%94%E0%B9%83%E0%B8%AB%E0%B8%A1%E0%B9%88/12310312?auc=true,12310312,9/9/2025,12/10/2025 14:14,12/10/2025 14:14,30109
MERCEDES-BENZ,C250,2.0 W 205 SPORT COUPE,2016,9,134000,14888.88889,0,UNKNOWN,UNKNOWN,UNKNOWN,9500000,LISTED,ONE2CAR,WEBSITE,www.one2car.com/for-sale/mercedes-benz-c250-sport-%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%9E%E0%B9%81%E0%B8%A5%E0%B8%B0%E0%B8%9B%E0%B8%A3%E0%B8%B4%E0%B8%A1%E0%B8%93%E0%B8%91%E0%B8%A5-%E0%B8%A3%E0%B8%B1%E0%B8%8A%E0%B8%94%E0%B8%B2%E0%B8%AF-%E0%B8%AB%E0%B9%89%E0%B8%A7%E0%B8%A2%E0%B8%82%E0%B8%A7%E0%B8%B2%E0%B8%87-%E0%B8%A5%E0%B8%B2%E0%B8%94%E0%B8%9E%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%A7-%E0%B9%80%E0%B8%9E%E0%B8%8A%E0%B8%A3%E0%B8%9A%E0%B8%B8%E0%B8%A3%E0%B8%B5%E0%B8%95%E0%B8%B1%E0%B8%94%E0%B9%83%E0%B8%AB%E0%B8%A1%E0%B9%88/17778263,17778263,9/9/2025,12/10/2025 14:14,12/10/2025 14:14,30110
HONDA,CR-V,2.4 EL SUV - 4 WD AT,2021,4,45000,11250,0,UNKNOWN,UNKNOWN,UNKNOWN,9500000,LISTED,ONE2CAR,WEBSITE,www.one2car.com/for-sale/honda-cr-v-el-%E0%B8%A0%E0%B8%B2%E0%B8%84%E0%B9%80%E0%B8%AB%E0%B8%99%E0%B8%B7%E0%B8%AD-%E0%B8%AD%E0%B8%B3%E0%B9%80%E0%B8%A0%E0%B8%AD%E0%B9%80%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%87%E0%B8%A5%E0%B8%B3%E0%B8%9B%E0%B8%B2%E0%B8%87/18025781,18025781,9/9/2025,12/10/2025 14:14,12/10/2025 14:14,30112
HONDA,CR-V,1.6 DT EL SUV - 4 WD,2017,8,115000,14375,0,UNKNOWN,UNKNOWN,UNKNOWN,6390000,LISTED,ONE2CAR,WEBSITE,www.one2car.com/for-sale/honda-cr-v-dt-el-%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%9E%E0%B9%81%E0%B8%A5%E0%B8%B0%E0%B8%9B%E0%B8%A3%E0%B8%B4%E0%B8%A1%E0%B8%93%E0%B8%91%E0%B8%A5-%E0%B8%81%E0%B8%B2%E0%B8%8D%E0%B8%88%E0%B8%99%E0%B8%B2%E0%B8%A0%E0%B8%B4%E0%B9%80%E0%B8%A9%E0%B8%81/18011189,18011189,9/9/2025,12/10/2025 14:14,12/10/2025 14:14,30113
TOYOTA,COROLLA CROSS,1.8 HYBRID PREMIUM SUV,2021,4,80000,20000,0,UNKNOWN,UNKNOWN,UNKNOWN,7290000,LISTED,ONE2CAR,WEBSITE,www.one2car.com/for-sale/toyota-corolla-cross-hybrid-premium-%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%9E%E0%B9%81%E0%B8%A5%E0%B8%B0%E0%B8%9B%E0%B8%A3%E0%B8%B4%E0%B8%A1%E0%B8%93%E0%B8%91%E0%B8%A5-%E0%B8%81%E0%B8%B2%E0%B8%8D%E0%B8%88%E0%B8%99%E0%B8%B2%E0%B8%A0%E0%B8%B4%E0%B9%80%E0%B8%A9%E0%B8%81/18029661,18029661,9/9/2025,12/10/2025 14:14,12/10/2025 14:14,30114
TOYOTA,FORTUNER,2.4 LEGENDER SUV,2025,0,10000,10000,0,UNKNOWN,UNKNOWN,UNKNOWN,14590000,LISTED,ONE2CAR,WEBSITE,www.one2car.com/for-sale/toyota-fortuner-legender-%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%9E%E0%B9%81%E0%B8%A5%E0%B8%B0%E0%B8%9B%E0%B8%A3%E0%B8%B4%E0%B8%A1%E0%B8%93%E0%B8%91%E0%B8%A5-%E0%B8%81%E0%B8%B2%E0%B8%8D%E0%B8%88%E0%B8%99%E0%B8%B2%E0%B8%A0%E0%B8%B4%E0%B9%80%E0%B8%A9%E0%B8%81/18063970,18063970,9/9/2025,12/10/2025 14:14,12/10/2025 14:14,30115
FORD,RANGER,2.0 DOUBLE CABXLT HI-RIDER PICKUP - XLT DOUBLE CAB HI-RIDER,2024,1,85000,85000,0,UNKNOWN,UNKNOWN,UNKNOWN,5680000,LISTED,ONE2CAR,WEBSITE,www.one2car.com/for-sale/ford-ranger-xlt-double-cab-hi-rider-%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%9E%E0%B9%81%E0%B8%A5%E0%B8%B0%E0%B8%9B%E0%B8%A3%E0%B8%B4%E0%B8%A1%E0%B8%93%E0%B8%91%E0%B8%A5-%E0%B8%81%E0%B8%B2%E0%B8%8D%E0%B8%88%E0%B8%99%E0%B8%B2%E0%B8%A0%E0%B8%B4%E0%B9%80%E0%B8%A9%E0%B8%81/17534061,17534061,9/9/2025,12/10/2025 14:14,12/10/2025 14:14,30117
FORD,RANGER,2.2 OPEN CABXLT HI-RIDER PICKUP - XLT HI-RIDER MT,2016,9,155000,17222.22222,0,UNKNOWN,UNKNOWN,UNKNOWN,2985000,LISTED,ONE2CAR,WEBSITE,www.one2car.com/for-sale/ford-ranger-xlt-open-cab-hi-rider-%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%9E%E0%B9%81%E0%B8%A5%E0%B8%B0%E0%B8%9B%E0%B8%A3%E0%B8%B4%E0%B8%A1%E0%B8%93%E0%B8%91%E0%B8%A5-%E0%B8%A3%E0%B8%B2%E0%B8%A1%E0%B8%AD%E0%B8%B4%E0%B8%99%E0%B8%97%E0%B8%A3%E0%B8%B2-%E0%B8%AA%E0%B8%B8%E0%B8%82%E0%B8%B2%E0%B8%A0%E0%B8%B4%E0%B8%9A%E0%B8%B2%E0%B8%A55/17435004,17435004,9/9/2025,12/10/2025 14:14,12/10/2025 14:14,30118
TOYOTA,YARIS,1.2 E HATCHBACK,2015,10,100000,10000,0,UNKNOWN,UNKNOWN,UNKNOWN,2490000,LISTED,ONE2CAR,WEBSITE,www.one2car.com/for-sale/toyota-yaris-e-%E0%B8%A0%E0%B8%B2%E0%B8%84%E0%B8%95%E0%B8%B0%E0%B8%A7%E0%B8%B1%E0%B8%99%E0%B8%AD%E0%B8%AD%E0%B8%81-%E0%B8%AD%E0%B8%B3%E0%B9%80%E0%B8%A0%E0%B8%AD%E0%B9%80%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%87%E0%B8%8A%E0%B8%A5%E0%B8%9A%E0%B8%B8%E0%B8%A3%E0%B8%B5/18043044,18043044,9/9/2025,12/10/2025 14:14,12/10/2025 14:14,30119
BMW,530E,2.0 G 30 ELITE SEDAN,2021,4,120000,30000,0,UNKNOWN,UNKNOWN,UNKNOWN,9590000,LISTED,ONE2CAR,WEBSITE,www.one2car.com/for-sale/bmw-530e-elite-%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%9E%E0%B9%81%E0%B8%A5%E0%B8%B0%E0%B8%9B%E0%B8%A3%E0%B8%B4%E0%B8%A1%E0%B8%93%E0%B8%91%E0%B8%A5-%E0%B8%81%E0%B8%B2%E0%B8%8D%E0%B8%88%E0%B8%99%E0%B8%B2%E0%B8%A0%E0%B8%B4%E0%B9%80%E0%B8%A9%E0%B8%81/18007320,18007320,9/9/2025,12/10/2025 14:14,12/10/2025 14:14,30120
TOYOTA,INNOVA,2.8 CRYSTA WAGON,2021,4,165000,41250,0,UNKNOWN,UNKNOWN,UNKNOWN,6690000,LISTED,ONE2CAR,WEBSITE,www.one2car.com/for-sale/toyota-innova-crysta-%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%9E%E0%B9%81%E0%B8%A5%E0%B8%B0%E0%B8%9B%E0%B8%A3%E0%B8%B4%E0%B8%A1%E0%B8%93%E0%B8%91%E0%B8%A5-%E0%B8%81%E0%B8%B2%E0%B8%8D%E0%B8%88%E0%B8%99%E0%B8%B2%E0%B8%A0%E0%B8%B4%E0%B9%80%E0%B8%A9%E0%B8%81/17986336?auc=true,17986336,9/9/2025,12/10/2025 14:14,12/10/2025 14:14,30121
